iter	MAPE
0	0.02761040456
1	0.02602411946
2	0.02452225192
3	0.02303788013
4	0.02187918852
5	0.02087432148
6	0.01992446704
7	0.01891638367
8	0.01821936466
9	0.01755227673
10	0.01712231309
11	0.016607794
12	0.01608251034
13	0.01557408894
14	0.01508737185
15	0.01461094841
16	0.01422793268
17	0.01394559486
18	0.01369074295
19	0.01338156023
20	0.01317033785
21	0.01285975255
22	0.01266247438
23	0.01244558602
24	0.01219220823
25	0.01203718167
26	0.01185121463
27	0.01171106174
28	0.01158879542
29	0.01146364663
30	0.01128808736
31	0.01114397652
32	0.01102281091
33	0.01086927083
34	0.01074043696
35	0.010715256
36	0.01059936614
37	0.0104892094
38	0.01036571815
39	0.01025805049
40	0.01014810491
41	0.01002850245
42	0.009889787615
43	0.009808441671
44	0.009628002257
45	0.00957139931
46	0.009495206927
47	0.009384478797
48	0.009321991168
49	0.009248729822
50	0.009171937949
51	0.009163338741
52	0.00910930768
53	0.009033414591
54	0.008962941855
55	0.008826013724
56	0.008742068635
57	0.00862468192
58	0.008548284762
59	0.008446626632
60	0.008338521309
61	0.008283567814
62	0.008227669064
63	0.008159948781
64	0.008086486668
65	0.008009716439
66	0.007926347343
67	0.007841078037
68	0.007790471084
69	0.007705450379
70	0.007649168089
71	0.007503158041
72	0.007425803116
73	0.007288504793
74	0.007216257676
75	0.007174573184
76	0.007112994398
77	0.007037448883
78	0.007016843096
79	0.006976962912
80	0.00690939896
81	0.006842536772
82	0.00676511997
83	0.006709505713
84	0.006633408594
85	0.00657494489
86	0.0065290723
87	0.006496591041
88	0.006454828679
89	0.006407240358
90	0.006356167122
91	0.006316989743
92	0.006297973314
93	0.00626055968
94	0.00625313229
95	0.006224716609
96	0.006185805488
97	0.006150551443
98	0.006138967054
99	0.006110216215
100	0.006061704545
101	0.006044367094
102	0.006033774819
103	0.005994789447
104	0.005965735759
105	0.005939886433
106	0.005913650335
107	0.005882124957
108	0.005856165404
109	0.005807483039
110	0.005780110297
111	0.005754654608
112	0.005708799507
113	0.00568906935
114	0.005667250369
115	0.005631463
116	0.005611385069
117	0.005598819297
118	0.005577997455
119	0.005557447738
120	0.005519916027
121	0.005489995854
122	0.005458860077
123	0.005437670318
124	0.005392354139
125	0.00536354086
126	0.005309994581
127	0.005283852859
128	0.005236532261
129	0.005209837922
130	0.00517770798
131	0.005158571747
132	0.005118251757
133	0.005098558904
134	0.005070050344
135	0.005065492276
136	0.005025091348
137	0.004976454585
138	0.004940561205
139	0.00491408878
140	0.004901750556
141	0.004884874486
142	0.004863472393
143	0.004845972487
144	0.004831568624
145	0.004799941124
146	0.00477472823
147	0.004751833801
148	0.004721159439
149	0.004700408841
150	0.004684138264
151	0.004662596593
152	0.004647751133
153	0.004591630176
154	0.004580369044
155	0.004575457178
156	0.004547387205
157	0.004533118481
158	0.0045148783
159	0.004504998583
160	0.004473416134
161	0.004438564312
162	0.004402480536
163	0.004388770526
164	0.004381093639
165	0.004348663782
166	0.004331611016
167	0.004325747926
168	0.00431161991
169	0.004292251752
170	0.004276111943
171	0.004254604695
172	0.004241113623
173	0.004230612575
174	0.004204312409
175	0.004173911409
176	0.004155834336
177	0.004126946496
178	0.00411585676
179	0.004105308781
180	0.004089964059
181	0.004068247869
182	0.004059782297
183	0.004043991197
184	0.004034907919
185	0.004015749223
186	0.003993766951
187	0.00397768071
188	0.003967951281
189	0.003959448889
190	0.003946921423
191	0.003937245214
192	0.00392879167
193	0.003914013143
194	0.003908864815
195	0.003895881094
196	0.003885350283
197	0.00387484376
198	0.003856126378
199	0.0038493285
200	0.003839294519
201	0.003836044917
202	0.003810727553
203	0.003792108185
204	0.003785831352
205	0.003765927072
206	0.003759800185
207	0.003739569642
208	0.003723731478
209	0.003712218794
210	0.003701911174
211	0.003690797893
212	0.003685471658
213	0.003677401912
214	0.003661981787
215	0.003651945128
216	0.003633091853
217	0.003624709418
218	0.003619816821
219	0.00361371461
220	0.003604898787
221	0.003591383677
222	0.003587617082
223	0.003564725708
224	0.003553517209
225	0.00354636107
226	0.003535799705
227	0.003526994281
228	0.003516290397
229	0.003512141767
230	0.003506929672
231	0.003502622707
232	0.00349419028
233	0.003491478863
234	0.003486904
235	0.003484131389
236	0.003476088952
237	0.00346480903
238	0.00344840766
239	0.003445121663
240	0.003435924216
241	0.003434464558
242	0.003417294234
243	0.003413102286
244	0.003398133136
245	0.003397333266
246	0.00339331123
247	0.003389354659
248	0.00338441538
249	0.00337749451
250	0.003375791752
251	0.003369286767
252	0.003366272353
253	0.003361700392
254	0.003356875628
255	0.003351223609
256	0.003343727058
257	0.003336939168
258	0.003330496023
259	0.003325127535
260	0.00332058956
261	0.003308675186
262	0.003302465985
263	0.0032987313
264	0.003281331493
265	0.003279439822
266	0.003275956087
267	0.003257803787
268	0.003250032571
269	0.003240884416
270	0.003234682184
271	0.003212383576
272	0.003206617355
273	0.003197791796
274	0.003176926217
275	0.003169024205
276	0.003161076894
277	0.003155895396
278	0.003140655395
279	0.003132116431
280	0.003126537796
281	0.003123973649
282	0.003118290375
283	0.003115736675
284	0.003111554678
285	0.003100934284
286	0.003095827251
287	0.003091238992
288	0.003084945817
289	0.003077187503
290	0.003068574976
291	0.003063314484
292	0.003053725368
293	0.003027437845
